SIFT_pred	LRT_pred	MutationTaster_pred	FATHMM_pred	clinvar_clnsig
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
T	D	A	D	Pathogenic
D	D	D	D	not_provided
D	D	D	D	Pathogenic
.	D	A	.	Pathogenic
D	D	D	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	A	D	Pathogenic
D	D	D	D	Uncertain_significance
T	D	D	D	Conflicting_interpretations_of_pathogenicity
T	D	D	D	not_provided
D	D	D	D	Likely_pathogenic
.	D	A	.	Pathogenic
D	D	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
D	D	D	D	Pathogenic
D	N	D	D	Uncertain_significance
D	N	D	D	Conflicting_interpretations_of_pathogenicity
T	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
.	D	A	.	Pathogenic
T	D	D	D	Uncertain_significance
D	N	D	D	Uncertain_significance
D	D	D	D	not_provided
D	D	D	D	Uncertain_significance
D	D	A	D	Pathogenic
D	D	D	D	Pathogenic
T	D	D	D	Conflicting_interpretations_of_pathogenicity
D	D	D	D	Uncertain_significance
T	N	D	D	Uncertain_significance
T	N	D	D	Uncertain_significance
D	D	D	D	not_provided
D	D	D	D	not_provided
.	D	A	.	Likely_pathogenic
.	D	A	.	Likely_pathogenic
T	D	D	D	Uncertain_significance
D	D	D	D	not_provided
D	D	D	D	Pathogenic/Likely_pathogenic
D	D	D	D	not_provided
T	N	D	D	not_provided
T	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
.	.	D	.	Likely_pathogenic
.	.	D	.	Pathogenic
D	D	D	D	not_provided
D	N	D	D	Uncertain_significance
D	D	D	D	Pathogenic
T	D	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
T	N	D	D	Uncertain_significance
T	N	D	D	Uncertain_significance
D	D	D	D	Likely_pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Conflicting_interpretations_of_pathogenicity
D	D	D	D	Pathogenic
.	D	A	.	Pathogenic
D	D	D	D	not_provided
D	N	D	D	not_provided
T	N	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
D	D	A	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
T	D	D	D	Conflicting_interpretations_of_pathogenicity
D	D	D	D	not_provided
T	D	D	D	Uncertain_significance
D	D	D	D	Likely_pathogenic
T	D	D	D	Pathogenic
D	D	D	D	not_provided
D	D	D	D	not_provided
D	D	D	D	Likely_pathogenic
D	D	D	D	Pathogenic
.	D	A	.	Pathogenic
.	.	D	.	Pathogenic
.	.	D	.	not_provided
.	.	D	.	Pathogenic
.	.	D	.	Likely_pathogenic
D	N	D	D	Pathogenic/Likely_pathogenic
.	N	A	.	Pathogenic
T	D	D	D	not_provided
T	D	D	D	Uncertain_significance
.	D	A	.	Pathogenic
T	N	D	D	Conflicting_interpretations_of_pathogenicity
T	D	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
.	D	A	.	Pathogenic
D	D	D	D	Uncertain_significance
T	D	D	D	Conflicting_interpretations_of_pathogenicity
D	D	D	D	not_provided
T	N	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
D	D	D	D	Pathogenic/Likely_pathogenic
T	D	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
T	N	D	D	Uncertain_significance
T	N	D	D	Uncertain_significance
D	N	D	D	Likely_pathogenic
T	N	D	D	not_provided
D	N	D	D	Pathogenic/Likely_pathogenic
D	N	D	D	not_provided
T	N	D	D	not_provided
D	D	D	D	not_provided
.	D	A	.	Pathogenic
.	N	A	.	Pathogenic
D	D	D	D	not_provided
D	D	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
D	D	D	D	Pathogenic
.	D	A	.	not_provided
D	D	D	D	Likely_pathogenic
.	D	A	.	Pathogenic
D	D	D	D	Pathogenic
T	D	D	D	Uncertain_significance
T	N	D	D	Uncertain_significance
D	N	D	D	Conflicting_interpretations_of_pathogenicity
D	D	D	D	Likely_pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	not_provided
D	D	D	D	Uncertain_significance
D	D	D	D	Likely_pathogenic
D	D	D	D	Likely_pathogenic
D	D	D	D	Likely_pathogenic
D	D	D	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Likely_pathogenic
D	D	D	D	Pathogenic/Likely_pathogenic
D	D	D	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	A	D	Pathogenic
D	D	D	D	not_provided
D	D	D	D	Pathogenic
D	D	D	D	Pathogenic
D	D	D	D	not_provided
.	.	D	.	Pathogenic
.	.	D	.	Pathogenic
.	.	D	.	not_provided
D	D	D	D	Uncertain_significance
D	D	D	D	not_provided
D	D	D	D	Conflicting_interpretations_of_pathogenicity
D	D	D	D	Uncertain_significance
T	D	D	D	not_provided
D	D	D	D	Likely_pathogenic
D	D	D	D	Uncertain_significance
.	N	A	.	Pathogenic
T	N	D	D	Uncertain_significance
T	D	D	D	not_provided
D	D	D	D	Uncertain_significance
T	N	D	D	Uncertain_significance
T	N	D	D	Uncertain_significance
T	N	A	D	Uncertain_significance
T	N	N	D	Uncertain_significance
D	D	D	D	Conflicting_interpretations_of_pathogenicity
D	D	D	D	Uncertain_significance
T	N	D	D	Uncertain_significance
.	D	A	.	Pathogenic
T	N	N	D	Uncertain_significance
T	N	N	D	not_provided
T	N	D	D	Uncertain_significance
T	N	N	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
D	N	D	D	Uncertain_significance
T	N	D	D	Uncertain_significance
T	N	D	D	Uncertain_significance
.	D	A	.	Pathogenic/Likely_pathogenic
D	D	D	D	Conflicting_interpretations_of_pathogenicity
T	D	D	D	Uncertain_significance
T	N	D	D	Uncertain_significance
D	D	A	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	not_provided
D	D	D	D	Uncertain_significance
D	D	A	D	Pathogenic/Likely_pathogenic
T	D	D	D	Uncertain_significance
D	D	D	D	not_provided
D	D	D	D	not_provided
D	D	D	D	Uncertain_significance
D	D	D	D	not_provided
D	D	D	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	not_provided
D	D	D	D	Pathogenic
D	N	D	D	Conflicting_interpretations_of_pathogenicity
.	.	D	.	Pathogenic
.	.	D	.	Likely_pathogenic
.	.	D	.	Likely_pathogenic
D	D	D	D	not_provided
D	D	D	D	Likely_pathogenic
T	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	A	D	Pathogenic
D	D	D	D	not_provided
.	D	A	.	Pathogenic
D	D	D	D	not_provided
D	N	D	D	not_provided
D	N	D	D	Uncertain_significance
D	N	D	D	Conflicting_interpretations_of_pathogenicity
D	N	D	D	Uncertain_significance
D	N	D	D	Uncertain_significance
D	N	N	D	Uncertain_significance
D	D	D	D	not_provided
D	D	D	D	Uncertain_significance
.	D	A	.	not_provided
D	D	A	D	Pathogenic
D	D	D	D	Pathogenic
D	D	D	D	Pathogenic
T	D	D	D	Uncertain_significance
T	N	D	D	not_provided
T	N	D	D	Pathogenic
D	D	D	D	not_provided
D	N	D	D	Uncertain_significance
.	N	A	.	Pathogenic
D	N	D	D	Uncertain_significance
D	N	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
.	.	D	.	Pathogenic
.	.	D	.	Likely_pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	not_provided
.	D	A	.	Pathogenic
D	D	D	D	Likely_pathogenic
T	D	D	D	not_provided
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	N	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	N	D	D	not_provided
D	D	D	D	Pathogenic
D	N	D	D	Uncertain_significance
D	D	D	D	Likely_pathogenic
D	D	D	D	not_provided
.	D	A	.	Pathogenic
D	D	D	D	not_provided
.	D	A	.	Pathogenic
D	D	D	D	Likely_pathogenic
.	.	A	.	Pathogenic
.	N	A	.	Pathogenic
.	.	D	.	Conflicting_interpretations_of_pathogenicity
D	D	D	D	Conflicting_interpretations_of_pathogenicity
D	D	D	D	Uncertain_significance
D	D	A	D	Pathogenic
D	D	D	D	Pathogenic
D	D	D	D	Pathogenic
D	D	D	D	Pathogenic
D	D	D	D	Pathogenic/Likely_pathogenic
D	D	D	D	Pathogenic/Likely_pathogenic
D	D	D	D	Uncertain_significance
T	D	A	D	Pathogenic
T	D	A	D	Pathogenic
D	D	D	D	Conflicting_interpretations_of_pathogenicity
D	D	A	D	Pathogenic
T	D	D	D	Uncertain_significance
D	D	N	D	Uncertain_significance
D	N	D	D	Uncertain_significance
D	N	D	D	Uncertain_significance
.	.	D	.	Pathogenic
.	.	D	.	Pathogenic/Likely_pathogenic
T	D	D	D	Pathogenic
T	D	D	D	Pathogenic
D	D	D	D	not_provided
D	D	D	D	Pathogenic
D	D	D	D	Pathogenic/Likely_pathogenic
D	D	D	D	Pathogenic/Likely_pathogenic
D	D	D	D	Pathogenic/Likely_pathogenic
T	D	A	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Conflicting_interpretations_of_pathogenicity
D	N	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
T	N	D	D	Uncertain_significance
.	.	D	.	Likely_pathogenic
T	.	D	.	Likely_pathogenic
D	.	D	D	Uncertain_significance
D	.	D	D	not_provided
D	.	D	D	Benign/Likely_benign
D	.	D	D	Uncertain_significance
D	N	A	D	Conflicting_interpretations_of_pathogenicity
D	D	D	D	not_provided
D	D	A	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	N	D	D	Uncertain_significance
D	D	D	D	not_provided
D	D	D	D	Pathogenic
D	D	D	D	not_provided
D	D	D	D	Likely_pathogenic
D	D	D	D	Conflicting_interpretations_of_pathogenicity
T	N	N	D	Conflicting_interpretations_of_pathogenicity
T	N	A	D	Pathogenic
T	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
T	D	D	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	not_provided
T	D	D	T	Uncertain_significance
D	D	D	D	Conflicting_interpretations_of_pathogenicity
T	N	D	D	Uncertain_significance
T	N	N	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	not_provided
D	D	D	D	Conflicting_interpretations_of_pathogenicity
T	D	D	D	Uncertain_significance
.	D	D	.	not_provided
.	.	D	.	Pathogenic
.	.	D	.	Pathogenic
.	.	D	.	Pathogenic
.	.	D	.	Pathogenic
.	.	D	.	Uncertain_significance
D	D	D	D	Uncertain_significance
D	.	D	T	Uncertain_significance
D	D	D	D	Uncertain_significance
D	.	D	D	Uncertain_significance
D	.	N	D	Uncertain_significance
D	N	N	T	Uncertain_significance
.	.	D	.	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	D	D	T	Pathogenic
D	D	D	T	Pathogenic
T	N	D	T	Uncertain_significance
D	N	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	N	D	T	Uncertain_significance
D	N	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	N	N	T	Uncertain_significance
D	D	D	T	Likely_pathogenic
D	D	D	T	Benign/Likely_benign
T	N	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	N	T	Benign
T	N	D	T	Uncertain_significance
T	N	P	T	Conflicting_interpretations_of_pathogenicity
T	N	N	T	Uncertain_significance
D	N	N	T	Benign/Likely_benign
T	N	N	T	Uncertain_significance
.	D	A	.	Pathogenic
.	D	A	.	Pathogenic
D	D	D	T	Pathogenic
.	.	D	.	Pathogenic
D	D	D	T	Pathogenic
D	D	D	T	Uncertain_significance
D	.	D	T	Uncertain_significance
D	D	D	T	Benign
T	N	N	D	Benign
T	D	D	.	other
.	.	A	.	Uncertain_significance
D	.	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	N	D	Uncertain_significance
D	N	N	T	Conflicting_interpretations_of_pathogenicity
D	N	N	T	Conflicting_interpretations_of_pathogenicity
.	N	A	.	Pathogenic
T	N	N	T	Benign/Likely_benign
D	N	D	T	Uncertain_significance
T	N	D	T	Uncertain_significance
D	N	N	T	Conflicting_interpretations_of_pathogenicity
D	N	D	D	Uncertain_significance
T	N	N	D	Uncertain_significance
D	D	D	D	Uncertain_significance
T	N	N	D	Uncertain_significance
T	N	N	D	Pathogenic
T	N	N	D	Uncertain_significance
T	N	N	D	Benign/Likely_benign
T	N	D	D	Uncertain_significance
T	N	N	T	Uncertain_significance
D	N	D	T	Uncertain_significance
T	D	N	T	Uncertain_significance
D	N	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
.	.	D	.	Pathogenic
T	N	D	T	Uncertain_significance
T	N	D	T	Uncertain_significance
.	N	A	.	Pathogenic
T	N	N	D	Uncertain_significance
T	N	D	D	Uncertain_significance
T	N	N	D	Conflicting_interpretations_of_pathogenicity
T	N	N	D	Uncertain_significance
.	N	A	.	Pathogenic
T	N	N	T	Uncertain_significance
D	N	D	T	Conflicting_interpretations_of_pathogenicity
D	D	D	D	Likely_pathogenic
T	N	D	T	Likely_benign
T	N	N	T	Uncertain_significance
T	N	D	T	Uncertain_significance
D	N	N	T	Uncertain_significance
D	D	N	T	Uncertain_significance
D	D	N	T	Likely_pathogenic
D	D	D	T	Pathogenic
T	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	N	N	T	Uncertain_significance
T	N	D	T	Uncertain_significance
T	N	N	T	Benign/Likely_benign
T	N	D	T	Uncertain_significance
D	N	N	T	Uncertain_significance
T	N	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
T	N	N	T	Conflicting_interpretations_of_pathogenicity
D	N	N	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	N	D	T	Conflicting_interpretations_of_pathogenicity
T	N	N	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	D	N	T	Uncertain_significance
T	D	D	T	Likely_pathogenic
D	D	A	T	Pathogenic
T	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	D	T	Conflicting_interpretations_of_pathogenicity
.	.	D	.	Likely_pathogenic
D	N	N	T	Uncertain_significance
T	N	N	T	Benign/Likely_benign
D	D	D	T	Uncertain_significance
D	N	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
.	N	A	.	Pathogenic
T	N	D	T	Uncertain_significance
D	N	D	T	Uncertain_significance
D	D	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
D	N	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Pathogenic
D	D	D	D	Uncertain_significance
D	N	D	D	Uncertain_significance
D	D	A	D	Pathogenic
T	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	A	T	Pathogenic
D	N	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	N	D	D	Uncertain_significance
D	D	A	D	Conflicting_interpretations_of_pathogenicity
T	N	D	D	Uncertain_significance
D	N	A	D	Conflicting_interpretations_of_pathogenicity
D	N	D	D	Uncertain_significance
D	N	D	D	Likely_pathogenic
D	N	D	D	Uncertain_significance
D	N	A	D	Pathogenic
.	.	D	.	Likely_pathogenic
T	N	D	D	Uncertain_significance
D	D	A	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
T	D	N	D	Benign/Likely_benign
D	N	D	D	Conflicting_interpretations_of_pathogenicity
D	N	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
T	D	N	D	Benign/Likely_benign
T	D	N	D	Pathogenic
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
.	D	N	.	Uncertain_significance
.	N	D	.	Likely_pathogenic
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	D	.	Likely_benign
.	.	P	.	Benign/Likely_benign
.	N	D	.	Conflicting_interpretations_of_pathogenicity
.	N	D	.	Uncertain_significance
.	N	D	.	Likely_benign
.	.	D	.	Conflicting_interpretations_of_pathogenicity
.	N	D	.	Likely_pathogenic
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	.	D	.	Benign/Likely_benign
.	.	D	.	Benign/Likely_benign
.	.	A	.	Pathogenic
.	.	D	.	Likely_benign
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	P	.	Benign/Likely_benign
.	N	N	.	Benign/Likely_benign
.	N	D	.	Likely_benign
.	N	D	.	Uncertain_significance
.	.	D	.	Pathogenic
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	P	.	Conflicting_interpretations_of_pathogenicity
.	N	D	.	Uncertain_significance
.	N	A	.	Pathogenic
.	N	D	.	Likely_benign
.	N	P	.	Benign/Likely_benign
.	N	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Benign/Likely_benign
.	N	N	.	Benign
.	N	D	.	Conflicting_interpretations_of_pathogenicity
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	.	D	.	Benign/Likely_benign
.	.	D	.	Uncertain_significance
.	.	D	.	Uncertain_significance
.	.	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	P	.	Benign/Likely_benign
.	.	D	.	Likely_benign
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	A	.	Pathogenic
.	N	N	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	N	.	Conflicting_interpretations_of_pathogenicity
.	N	D	.	Conflicting_interpretations_of_pathogenicity
.	N	D	.	Uncertain_significance
.	N	A	.	Conflicting_interpretations_of_pathogenicity
.	N	N	.	Uncertain_significance
.	N	D	.	Benign/Likely_benign
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	.	N	.	Uncertain_significance
.	.	P	.	Benign/Likely_benign
.	.	N	.	Likely_benign
.	.	N	.	Uncertain_significance
.	.	D	.	Pathogenic
.	N	N	.	Uncertain_significance
.	N	P	.	Benign/Likely_benign
.	N	A	.	Conflicting_interpretations_of_pathogenicity
.	N	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	P	.	Benign/Likely_benign
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	D	.	Conflicting_interpretations_of_pathogenicity
.	N	D	.	Uncertain_significance
.	N	N	.	Likely_benign
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	.	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	A	.	Pathogenic
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Benign/Likely_benign
.	N	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	A	.	Likely_pathogenic
.	N	N	.	Likely_benign
.	N	A	.	Pathogenic
.	N	A	.	Likely_pathogenic
.	N	N	.	Uncertain_significance
.	N	D	.	Likely_benign
.	N	A	.	Pathogenic
.	.	D	.	Uncertain_significance
.	.	N	.	Benign/Likely_benign
.	.	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	A	.	Pathogenic
.	N	A	.	Pathogenic
.	N	A	.	Likely_pathogenic
.	N	A	.	Pathogenic
.	N	D	.	Pathogenic
.	N	D	.	Pathogenic
.	N	D	.	Pathogenic
.	N	D	.	Pathogenic
.	N	D	.	Pathogenic
.	N	N	.	Uncertain_significance
.	.	D	.	Uncertain_significance
.	.	N	.	Uncertain_significance
D	.	N	T	Uncertain_significance
T	.	N	T	Uncertain_significance
D	D	D	D	Uncertain_significance
T	.	P	T	Benign
T	U	A	T	Pathogenic
T	N	N	T	Benign
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
T	N	D	T	Uncertain_significance
D	N	D	T	Likely_pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	N	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	A	.	Conflicting_interpretations_of_pathogenicity
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	A	.	Likely_pathogenic
.	D	D	.	Benign/Likely_benign
.	D	D	.	Benign
.	D	D	.	Conflicting_interpretations_of_pathogenicity
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	A	.	Pathogenic
.	D	A	.	Pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Conflicting_interpretations_of_pathogenicity
.	D	D	.	Pathogenic
.	D	D	.	Uncertain_significance
.	D	A	.	Pathogenic
.	D	A	.	Pathogenic
.	D	D	.	Uncertain_significance
.	D	A	.	Pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	D	N	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	A	.	Pathogenic
.	D	D	.	Pathogenic
.	D	D	.	Conflicting_interpretations_of_pathogenicity
.	D	A	.	Pathogenic
.	D	D	.	Pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Conflicting_interpretations_of_pathogenicity
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Conflicting_interpretations_of_pathogenicity
.	N	N	.	Uncertain_significance
.	N	D	.	Benign/Likely_benign
.	N	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
T	N	N	D	Conflicting_interpretations_of_pathogenicity
D	N	D	D	Uncertain_significance
T	N	D	D	Benign/Likely_benign
T	N	D	D	Uncertain_significance
T	N	D	D	Uncertain_significance
D	N	N	D	Uncertain_significance
D	N	D	D	Uncertain_significance
T	N	D	D	Uncertain_significance
.	.	D	.	Likely_pathogenic
T	D	D	T	Uncertain_significance
D	D	D	T	Conflicting_interpretations_of_pathogenicity
D	D	D	T	Uncertain_significance
D	N	N	T	Uncertain_significance
D	D	A	D	Uncertain_significance
T	D	D	D	Conflicting_interpretations_of_pathogenicity
T	N	N	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	D	Uncertain_significance
T	D	D	D	Benign/Likely_benign
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
T	N	N	D	Uncertain_significance
T	D	D	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Pathogenic
D	D	D	D	Uncertain_significance
T	N	N	D	Conflicting_interpretations_of_pathogenicity
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	A	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	A	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Likely_pathogenic
D	D	D	D	Uncertain_significance
D	D	A	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Likely_pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Pathogenic
D	D	A	D	Pathogenic
D	D	A	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Likely_pathogenic
D	D	A	T	Uncertain_significance
.	D	A	.	Pathogenic/Likely_pathogenic
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	D	D	Uncertain_significance
D	N	D	D	Uncertain_significance
T	D	D	T	Uncertain_significance
T	N	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
T	D	D	D	Conflicting_interpretations_of_pathogenicity
D	D	D	D	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	N	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	A	D	Pathogenic
D	N	D	T	Uncertain_significance
T	N	N	T	Conflicting_interpretations_of_pathogenicity
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	D	Conflicting_interpretations_of_pathogenicity
D	D	D	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Pathogenic
D	D	D	D	Likely_pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Conflicting_interpretations_of_pathogenicity
D	D	D	D	Likely_benign
D	D	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	A	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Pathogenic/Likely_pathogenic
D	D	A	D	Pathogenic
D	D	A	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	N	D	D	Uncertain_significance
D	D	A	D	Pathogenic
T	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Likely_pathogenic
D	D	D	D	Conflicting_interpretations_of_pathogenicity
.	D	A	.	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Pathogenic
